person_id,profile_title,standardized_role
47897,it security analyst key administrator,Cybersecurity Analyst
47898,cyber security analyst,Cybersecurity Analyst
47899,network security analyst/ it consultant,Cybersecurity Analyst
47900,information security analyst,Cybersecurity Analyst
47901,programmer analyst programmer analyst programmer analyst,Other IT Role
47902,devin purnell,Other IT Role
47903,it technician,Other IT Role
47904,global information security analyst rotational program,Cybersecurity Analyst
47906,manufacturing operations analyst,Other IT Role
47907,cyber defense security analyst cyber defense security analyst,Cybersecurity Analyst
47908,it security analyst,Cybersecurity Analyst
47909,security analyst,Cybersecurity Analyst
47910,cyber security analyst,Cybersecurity Analyst
47911,it security analyst,Cybersecurity Analyst
47912,security clearance supervisor,Cybersecurity Analyst
47913,experienced associate,Other IT Role
47914,security control assessor,Cybersecurity Analyst
47915,federal cyber risk consultant,Cybersecurity Analyst
47916,it systems analyst,Other IT Role
47917,it risk analyst,Other IT Role
47918,shivasagar br,Other IT Role
47919,philip morris international,Other IT Role
47920,it security analyst,Cybersecurity Analyst
47921,it security analyst,Cybersecurity Analyst
47922,associate it analyst security and compliance associate it analyst,Cybersecurity Analyst
47923,advanced technician,Other IT Role
47926,it security analyst isso,Cybersecurity Analyst
47927,systems security engineer,Cybersecurity Analyst
47928,it security grc intern,Cybersecurity Analyst
47929,stanley paul,Other IT Role
47931,senior operations analyst,Other IT Role
47932,data analyst intern,Other IT Role
47933,sr security analyst,Cybersecurity Analyst
47934,it analyst,Other IT Role
47935,peoplesoft security analyst,Cybersecurity Analyst
47936,it security analyst,Cybersecurity Analyst
47937,anmol singh,Other IT Role
47938,cyber security instructor,Cybersecurity Analyst
47939,security analyst - security operations center,Cybersecurity Analyst
47940,it security analyst,Cybersecurity Analyst
47941,cyber threat analyst,Cybersecurity Analyst
47942,service desk/ security analyst,Cybersecurity Analyst
47943,information security assessor,Cybersecurity Analyst
47944,it security analyst,Cybersecurity Analyst
47945,it security analyst,Cybersecurity Analyst
47946,cashier court monitor event host,Other IT Role
47947,andrew brodbeck,Other IT Role
47948,luis r dimas,Other IT Role
47949,it security analyst,Cybersecurity Analyst
47950,security automation analyst its2,Cybersecurity Analyst
47951,jonathon d mcfarland,Other IT Role
47952,it analyst,Other IT Role
47953,it audit intern,Other IT Role
47954,junior security administratot junior security administratot,Cybersecurity Analyst
47955,it support analyst,Other IT Role
47956,cyber security analyst,Cybersecurity Analyst
47957,data security analyst,Cybersecurity Analyst
47958,cameron siggers,Other IT Role
47959,it technician,Other IT Role
47960,cyber security analyst,Cybersecurity Analyst
47962,krunal patel,Other IT Role
47963,information security analyst,Cybersecurity Analyst
47964,it support technician/ analyst,Other IT Role
47965,enterprise security analyst,Cybersecurity Analyst
47966,security analyst iii,Cybersecurity Analyst
47967,sr security engineer,Cybersecurity Analyst
47968,network security analyst,Cybersecurity Analyst
47969,security analyst,Cybersecurity Analyst
47970,security analyst,Cybersecurity Analyst
47971,application security analyst,Cybersecurity Analyst
47972,security consulting consultant,Cybersecurity Analyst
47973,security analyst,Cybersecurity Analyst
47974,kiara bell,Other IT Role
47975,it security analyst,Cybersecurity Analyst
47976,quality control chemist,Other IT Role
47977,arrel st clair,Other IT Role
47978,samur ai security,Cybersecurity Analyst
47979,operations support analyst,Other IT Role
47980,it specialist / security analyst,Cybersecurity Analyst
47981,business analyst business analyst business analyst,Other IT Role
47982,security guard,Cybersecurity Analyst
47983,security coordinator analyst,Cybersecurity Analyst
47984,it specialist,Other IT Role
47985,senior associate senior associate senior associate,Other IT Role
47987,soc analyst,Other IT Role
47988,service desk analyst,Other IT Role
47989,lead third-party risk analyst,Other IT Role
47990,senior operations / quality analyst,Other IT Role
47991,marrisella colon,Other IT Role
47992,technology analyst,Other IT Role
47993,cyber security/ it analyst,Cybersecurity Analyst
47995,iam analyst,Other IT Role
47996,senior information security risk governance analyst,Cybersecurity Analyst
47997,neha rajaram,Other IT Role
47999,it security and compliance consultant,Cybersecurity Analyst
48000,security analyst - it client support,Cybersecurity Analyst
48002,cybersecurity risk vulnerability analyst,Cybersecurity Analyst
48003,cyber- security analyst cyber-security analyst cyber- security analyst,Cybersecurity Analyst
48004,junior security analyst,Cybersecurity Analyst
48006,it consultant,Other IT Role
48008,it help desk technician,Other IT Role
48010,staff it compliance analyst,Other IT Role
48011,it security analyst,Cybersecurity Analyst
48012,information security analyst,Cybersecurity Analyst
48013,regional color it coordinator,Other IT Role
48014,it security analyst/consultant,Cybersecurity Analyst
48015,it security operations analyst,Cybersecurity Analyst
48016,q/a it analyst,Other IT Role
48017,network engineer,Other IT Role
48018,it administration / security analyst,Cybersecurity Analyst
48019,clinical it analyst,Other IT Role
48020,it security analyst,Cybersecurity Analyst
48021,chadwick harbinson,Other IT Role
48022,qualys certified specialist,Other IT Role
48023,it security analyst soc,Cybersecurity Analyst
48024,it security analyst ii,Cybersecurity Analyst
48025,chris dirks,Other IT Role
48026,easy tech easy tech easy tech,Other IT Role
48027,it technical support specialist i,Other IT Role
48028,it recruiter,Other IT Role
48029,khushpreet sran,Other IT Role
48030,it manager,Other IT Role
48032,melissa tews,Other IT Role
48033,systems analyst i,Other IT Role
48034,active member,Other IT Role
48036,kofi opoku,Other IT Role
48037,information security analyst,Cybersecurity Analyst
48038,it security and desktop support,Cybersecurity Analyst
48039,senior cyber security reviewer,Cybersecurity Analyst
48040,cloud analyst,Cloud Engineer
48041,it security consultant / penetration tester,Cybersecurity Analyst
48042,its lead assistant information technology and security,Cybersecurity Analyst
48043,sap security administrator,Cybersecurity Analyst
48044,information system security officer isso,Cybersecurity Analyst
48045,jacqueline gonzalez,Other IT Role
48046,it administrator operations specialist,Other IT Role
48047,universal banker,Other IT Role
48049,it security analyst intern,Cybersecurity Analyst
48050,security id administrator,Cybersecurity Analyst
48051,lead software/systems analyst and security engineer,Cybersecurity Analyst
48052,server security server security it security analyst,Cybersecurity Analyst
48053,jorge rojas iv,Other IT Role
48054,timothy kosnik,Other IT Role
48055,senior information assurance consultant,Other IT Role
48056,managed security services senior analyst it security managed security services senior analyst it security,Cybersecurity Analyst
48057,zachary lanz,Other IT Role
48058,cyber security intern,Cybersecurity Analyst
48059,george mason,Other IT Role
48060,tier 1 technical support,Other IT Role
48061,cyber sec cyber sec,Cybersecurity Analyst
48062,it security consultant,Cybersecurity Analyst
48063,information security analyst,Cybersecurity Analyst
48064,network security analyst,Cybersecurity Analyst
48066,senior consultant - cyber operations specialist,Cybersecurity Analyst
48067,it technician,Other IT Role
48068,cyber security analyst,Cybersecurity Analyst
48069,technical consultant,Other IT Role
48070,it network infrastructure engineer,Other IT Role
48071,client integration analyst-service management,Other IT Role
48072,robert half technology - citywide banks,Other IT Role
48073,jay brown,Other IT Role
48074,microsoft office 365 consultant,Other IT Role
48075,business analyst business analyst recent college graduate with it experience,Other IT Role
48076,information security associate,Cybersecurity Analyst
48077,consulting senior analyst,Other IT Role
48078,it security analyst,Cybersecurity Analyst
48079,identity and access management analyst ii,Other IT Role
48080,jelani consulting,Other IT Role
48081,it security engineer,Cybersecurity Analyst
48082,level 2 service desk analyst,Other IT Role
48083,sr data analyst it security risk / contracted sr data analyst it security risk / contracted data analyst,Cybersecurity Analyst
48084,cyber threat intelligent analyst,Cybersecurity Analyst
48085,it specialist/lead reimage technician,Other IT Role
48086,help desk analyst,Other IT Role
48087,general controls analyst information technology general controls analyst information technology,Other IT Role
48088,ishraq sultan,Other IT Role
48089,business systems analyst,Other IT Role
48090,owner and designer,UI/UX Designer
48091,peo project coordinator,Other IT Role
48092,racine wi,Other IT Role
48093,mountain-bike trail builder,Other IT Role
48094,it support/ security analyst,Cybersecurity Analyst
48095,hfm/fdm admin,Other IT Role
48096,it security analyst,Cybersecurity Analyst
48097,vishal desai,Other IT Role
48099,project analyst,Other IT Role
48100,security analyst,Cybersecurity Analyst
48101,hazel crest,Other IT Role
48102,it engineer i,Other IT Role
48103,cyber security analyst,Cybersecurity Analyst
48104,data and analytics consultant,Data Scientist
48105,jr it security risk analyst,Cybersecurity Analyst
