person_id,institution,program,start_date,location,standardized_program,education_year
40806,texas tech university,bs in computer science,2006,"tech, texas, us",Computer Science,2006
40807,indiana university,bachelor of science in business in marketing and physical distribution,1998,,General Science,1998
40808,la roche college,bachelor of science in graphic design,,"seattle, wa",General Science,
40808,community college of allegheny county,multimedia communications,,"pittsburgh, pa",Other Education,
40809,full sail university,bachelor s degree in web design and development,2014,,Other Education,2014
40810,rennsselear polytechnic institute,master of science in technical communication,01/MS,"troy, ny",General Science,
40810,union college,bachelor of arts in english,01/BA,"schenectady, ny",Other Education,
40811,arkansas state university,b.s. in digital media design,09/02,,Information Technology,
40812,miami dade college,associate in computer science,09/03,"miami, fl",Computer Science,
40813,boston college,bachelor of computer science in computer science,,"chestnut hill, ma",Computer Science,
40814,al collins graphic design school,bachelor of arts b.a. in graphic design,1998,"tempe, az",Other Education,1998
40814,l anse creuse hs north,diploma,09/1987,"macomb, mi",Other Education,1987
40815,chi institute,associate degree in graphic design,04/2004,"southampton, pa",Other Education,2004
40817,broome community college,associates in mechanical engineering,09/92,"binghamton, ny",Mechanical Engineering,
40817,temple university - tyler school of art,bfa in graphic design photography,09/99,"elkins park, pa",Other Education,
40818,art institute of pittsburgh,bachelors of science in interactive media design,2002,pittsburgh,General Science,2002
40819,university of texas at austin,bachelor of fine arts in studio art,08/12,"austin, tx",Other Education,
40820,lehigh valley college,associates degree in visual communications,10/2005,april 2007,Other Education,2005
40821,new jersey city university,b.a. in media arts/communications,1999,,Other Education,1999
40821,union county college,photography and graphic design,1993,,Other Education,1993
40822,portland state university,bachelor s in social science / public health,09/2010,"portland, or",General Science,2010
40822,pdx code guild,"certificate of completion in full stack development python, django, javascript, html5, css3",01/2015,"portland, or",Other Education,2015
40823,texas state technical college harlingen,computer science software development,09/2009,"harlingen, tx",Computer Science,2009
40824,university of wisonsin - madison,bs in art graphic design concentration,09/00,"madison, wi",Other Education,
40824,career foundry,"certification in ux design, ui for ux designers",06/18,,Other Education,
40825,international academy of design and technology iadt,bachelor of fine arts in multimedia design,09/2005,"orlando, fl",Other Education,2005
40826,moscow state university of geodesy and cartography,master of science in engineering,1997,"moscow, ru",General Science,1997
40827,purdue university,b.s. in computer graphics technology,09/06,2006 to 2010,Other Education,
40828,queensland university of technology,bachelor s of engineering in electronics and computer systems,01/1992,"brisbane, qld",Electronics Engineering,1992
40828,queensland university of technology,bachelor s of information technology in information technology,01/1992,"brisbane, qld",Information Technology,1992
40829,university of kentucky,bfa in fine art in computer science,12/2004,kentucky,Computer Science,2004
40830,university of the state of new york,ged in education,07/2007,,Other Education,2007
40831,university of washington,coursework in full-stack web development,08/18,"seattle, wa",Other Education,
40831,university of stellenbosch,ba hons in psychology,2015,"cape town, western cape",Other Education,2015
40831,london school of journalism,diploma in freelance and music and arts writing,01/11,abu dhabi,Information Technology,
40831,university of the witwatersrand,mmus in piano performance,2005,"johannesburg, gauteng",Other Education,2005
40831,university of cape town,bmus in piano practical,,,Other Education,
40831,stellenbosch university,bmus hons in piano practical,,"stellenbosch, za",Other Education,
40832,"university of michigan - flint, mi",master s in computer science and information systems,,"flint, mi",Computer Science,
40832,"jntu - hyderabad, telangana",bachelors in electronics and communication engineering,,"hyderabad, telangana",Electronics Engineering,
40833,defense information school,front end development/web design,12/2006,"fort meade, md",Other Education,2006
40833,school of information technology,information systems operator and computer sciences,2008,"fort gordon, ga",Computer Science,2008
40833,udemy academy,certification in developer bootcamp,03/2018,"atlanta, ga",Other Education,2018
40833,udemy academy,certification in advanced javascript,08/2017,"atlanta, ga",Other Education,2017
40833,udemy academy,certification in front end ui design/development,05/2017,"atlanta, ga",Other Education,2017
40833,cleaners coach,water damage restoration technician in water damage restoration,09/2015,"norcross, ga",Other Education,2015
40834,kean university,bachelor of science in computer science,,"union, nj",Computer Science,
40834,county college of morris,a.a.s. in computer science,,"township of randolph, nj",Computer Science,
40834,the chubb institute,diploma in computer programming,,"parsippany, nj",Other Education,
40835,sikkim manipal university,master of science in computer science,,,Computer Science,
40836,san diego mesa college,associates in computer and information science,,,General Science,
40837,college of southern nevada,"web development, web design, interactive web",09/04,"las vegas, nv",Other Education,
40838,kharkiv national university of municipal economy,bs in management,09/2010,kharkov,Other Education,2010
40839,suffolk county community college,associates of science in computer science,01/07,"riverhead, ny",Computer Science,
40840,california state university channel islands,ms in computer science,2009/00,,Computer Science,2009
40840,delhi university,bs in information technology,2004/00,b.i.t,Information Technology,2004
